technician_id,hospital_id,assigned_hospital_id,name,qualification,phone_number,email_address
7383,70,115,Andrew Thompson,Clinical Research Technician,438-553-3887,andrew.thompson@labservices.ca
7384,250,42,James Barnes,Toxicology Technician,450-778-2158,james.barnes@medcenter.ca
7385,73,,Brandy Bates,Toxicology Technician,514-490-1594,brandy.bates@healthcare.com
7386,208,,Catherine Schneider,Tissue Typing Specialist,450-334-4918,catherine.schneider@healthcare.com
7387,232,,James Collins,Clinical Laboratory Technologist,514-816-0545,james.collins@medcenter.ca
7388,107,,Daniel Golden DDS,Tissue Typing Specialist,450-604-1902,daniel.golden.dds@labservices.ca
7389,97,,Katherine Reynolds,Biomedical Scientist,418-151-3393,katherine.reynolds@hospital.ca
7390,43,83,Craig Diaz,Toxicology Technician,438-113-7257,craig.diaz@labservices.ca
7391,17,214,Fernando Garcia,Blood Bank Specialist,438-439-6655,fernando.garcia@labservices.ca
7392,95,,Carla Harmon,Toxicology Technician,450-098-5743,carla.harmon@labservices.ca
7393,291,,Antonio Abbott,Quality Control Analyst,514-577-4082,antonio.abbott@healthcare.com
7394,198,,Danielle Williams,Biomedical Scientist,450-550-4027,danielle.williams@healthcare.com
7395,120,,Monica Adams,Biomedical Scientist,438-591-0010,monica.adams@healthcare.com
7396,227,224,Kara Wood,Laboratory Supervisor,450-353-3276,kara.wood@hospital.ca
7397,131,23,Kelli Welch,Medical Lab Technician,450-573-2396,kelli.welch@medcenter.ca
7398,93,,Matthew Espinoza,Clinical Laboratory Technologist,418-236-1526,matthew.espinoza@medcenter.ca
7399,212,82,Nancy Williams,Serology Technician,438-137-8140,nancy.williams@labservices.ca
7400,253,,Tina Price,Tissue Typing Specialist,514-978-1819,tina.price@healthcare.com
7401,244,220,Miss Nancy Dean,Toxicology Technician,438-455-8253,miss.nancy.dean@medcenter.ca
7402,25,279,James Gonzalez,Clinical Trials Coordinator,450-013-7631,james.gonzalez@healthcare.com
7403,157,,Kelly Jefferson,Immunology Technician,438-906-2229,kelly.jefferson@hospital.ca
7404,129,266,Alan Velasquez DVM,Hematology Technician,450-634-5165,alan.velasquez.dvm@hospital.ca
7405,276,,David Moreno,Medical Laboratory Assistant,514-253-3978,david.moreno@hospital.ca
7406,36,74,Jennifer Grant,Toxicology Technician,438-888-7846,jennifer.grant@medcenter.ca
7407,49,,Daniel James,Clinical Trials Coordinator,438-397-3949,daniel.james@labservices.ca
7408,97,4,Debra Adams,Medical Lab Technician,514-330-0298,debra.adams@medcenter.ca
7409,68,,Travis Tran,Toxicology Technician,450-835-3798,travis.tran@healthcare.com
7410,209,131,Larry Woods,Clinical Biochemist,438-737-4823,larry.woods@labservices.ca
7411,21,53,Cindy Phillips,Quality Control Analyst,438-096-0605,cindy.phillips@hospital.ca
7412,,291,Jessica Aguilar,Quality Control Analyst,450-046-6268,jessica.aguilar@labservices.ca
7413,164,158,Johnny Krause,Medical Laboratory Assistant,514-752-0694,johnny.krause@healthcare.com
7414,20,,Karen Olson,Tissue Typing Specialist,418-761-8645,karen.olson@healthcare.com
7415,216,,Justin Rodriguez,Clinical Biochemist,514-793-4590,justin.rodriguez@labservices.ca
7416,86,,Marissa Carter,Immunology Technician,450-282-3493,marissa.carter@labservices.ca
7417,,81,Madison House,Clinical Laboratory Technologist,438-416-5211,madison.house@labservices.ca
7418,6,30,Angela Snyder,Clinical Trials Coordinator,438-034-7793,angela.snyder@medcenter.ca
7419,33,5,Kathleen Rose,Hematology Technician,438-626-6546,kathleen.rose@labservices.ca
7420,,,Zachary King,Quality Control Analyst,418-487-6216,zachary.king@healthcare.com
7421,201,,Renee Ramsey,Biomedical Scientist,438-130-1385,renee.ramsey@healthcare.com
7422,227,,John Riley,Toxicology Technician,514-792-2249,john.riley@labservices.ca
7423,180,,Katherine Diaz,Quality Control Analyst,438-144-4272,katherine.diaz@medcenter.ca
7424,85,245,Matthew Lawrence,Immunology Technician,438-266-4173,matthew.lawrence@healthcare.com
7425,247,,Aaron Gordon,Medical Laboratory Assistant,418-135-8725,aaron.gordon@healthcare.com
7426,272,,Michelle Horton,Biomedical Scientist,450-590-4567,michelle.horton@medcenter.ca
7427,102,,Drew Golden,Blood Bank Specialist,450-298-4274,drew.golden@hospital.ca
7428,188,224,Stephanie Cox,Blood Bank Specialist,514-096-2273,stephanie.cox@labservices.ca
7429,,36,Richard Beck,Toxicology Technician,514-899-1336,richard.beck@labservices.ca
7430,24,,Kimberly Ramirez,Pathology Assistant,438-473-0938,kimberly.ramirez@hospital.ca
7431,240,34,Eileen Bishop,Biomedical Scientist,514-423-6523,eileen.bishop@healthcare.com
7432,5,,James Estes,Clinical Trials Coordinator,450-773-4508,james.estes@healthcare.com
7433,207,,Lisa Ortiz,Blood Bank Specialist,514-803-4383,lisa.ortiz@medcenter.ca
7434,203,216,Jeffrey Alexander,Clinical Trials Coordinator,450-245-5973,jeffrey.alexander@labservices.ca
7435,147,,Vincent Elliott,Clinical Laboratory Technologist,450-722-9245,vincent.elliott@labservices.ca
7436,2,,Jonathan Bradley,Clinical Laboratory Technologist,450-412-8136,jonathan.bradley@hospital.ca
7437,171,,Darlene Miller,Immunology Technician,514-502-9348,darlene.miller@labservices.ca
7438,32,104,Julie Williams,Diagnostic Technician,450-079-4460,julie.williams@healthcare.com
7439,33,,Erin Moon,Certified Phlebotomist,418-491-7202,erin.moon@labservices.ca
7440,146,,Meagan Paul,Serology Technician,418-171-8095,meagan.paul@hospital.ca
7441,15,154,Renee Wood,Diagnostic Technician,418-817-3969,renee.wood@hospital.ca
7442,,,Jeffrey Boyer,Clinical Research Technician,514-614-1647,jeffrey.boyer@medcenter.ca
7443,,,Thomas Hodges,Medical Lab Technician,450-741-8498,thomas.hodges@medcenter.ca
7444,245,204,Mark Evans,Toxicology Technician,450-297-4656,mark.evans@hospital.ca
7445,283,112,Ashley Williams,Pathology Assistant,418-746-1368,ashley.williams@labservices.ca
7446,126,73,Christopher Choi,Medical Laboratory Assistant,450-374-7295,christopher.choi@healthcare.com
7447,229,,John West,Diagnostic Technician,450-817-1070,john.west@medcenter.ca
7448,19,,Gary Perez,Laboratory Supervisor,418-545-5171,gary.perez@labservices.ca
7449,97,,Andrea Walsh,Pathology Assistant,418-207-0946,andrea.walsh@healthcare.com
7450,80,139,Jill Patterson,Tissue Typing Specialist,418-627-6825,jill.patterson@hospital.ca
7451,91,,Jeffrey Baker,Serology Technician,438-199-1733,jeffrey.baker@labservices.ca
7452,189,74,Kathleen Herrera,Medical Lab Technician,514-492-9075,kathleen.herrera@medcenter.ca
7453,213,17,Angela Monroe,Blood Transfusion Officer,514-304-0563,angela.monroe@healthcare.com
7454,23,,Spencer Brown,Laboratory Supervisor,514-155-5445,spencer.brown@medcenter.ca
7455,,,Melissa Ross,Blood Transfusion Officer,418-304-7653,melissa.ross@hospital.ca
7456,209,,Deanna Richard,Clinical Biochemist,514-953-3713,deanna.richard@hospital.ca
7457,63,,Kyle Clayton,Serology Technician,418-655-5491,kyle.clayton@healthcare.com
7458,222,,Adrian Allen,Pathology Assistant,438-008-2258,adrian.allen@medcenter.ca
7459,245,170,William Rodriguez,Clinical Trials Coordinator,438-144-3481,william.rodriguez@medcenter.ca
7460,136,,Alexandra Wheeler,Clinical Laboratory Technologist,450-130-5899,alexandra.wheeler@labservices.ca
7461,162,,Mark Foster,Clinical Biochemist,418-326-7164,mark.foster@medcenter.ca
7462,218,,Laura Jones,Blood Bank Specialist,514-745-0043,laura.jones@healthcare.com
7463,94,96,Margaret Jones,Blood Bank Specialist,418-090-4507,margaret.jones@healthcare.com
7464,84,,Kevin Vaughn,Certified Phlebotomist,450-808-2320,kevin.vaughn@hospital.ca
7465,174,,Tamara Little,Serology Technician,438-451-3770,tamara.little@medcenter.ca
7466,236,9,Richard Hayes,Diagnostic Technician,450-249-9706,richard.hayes@healthcare.com
7467,220,190,Michael Terrell,Certified Phlebotomist,514-295-2828,michael.terrell@hospital.ca
7468,81,,Kathryn Serrano,Blood Transfusion Officer,514-261-5685,kathryn.serrano@hospital.ca
7469,177,,David Walker,Biomedical Scientist,418-782-2598,david.walker@labservices.ca
7470,89,208,Lisa Nichols,Diagnostic Technician,438-550-7494,lisa.nichols@labservices.ca
7471,138,230,Rhonda Park,Clinical Laboratory Technologist,450-165-9090,rhonda.park@healthcare.com
7472,54,,Jennifer Ramirez,Diagnostic Technician,438-983-6935,jennifer.ramirez@labservices.ca
7473,175,6,Christopher Bishop,Laboratory Supervisor,438-551-9366,christopher.bishop@labservices.ca
7474,211,,Ashley Taylor,Diagnostic Technician,418-727-5397,ashley.taylor@healthcare.com
7475,45,161,Angela Rhodes,Clinical Research Technician,514-108-7882,angela.rhodes@medcenter.ca
7476,166,83,Joanne Carr,Clinical Research Technician,418-671-8473,joanne.carr@hospital.ca
7477,,,Darryl Leonard,Blood Bank Specialist,450-834-4620,darryl.leonard@hospital.ca
7478,187,204,Jason Brown,Certified Phlebotomist,438-362-4722,jason.brown@healthcare.com
7479,146,260,Stephen Marshall,Clinical Biochemist,514-643-2797,stephen.marshall@medcenter.ca
7480,,,Brianna Poole,Laboratory Supervisor,418-517-2721,brianna.poole@medcenter.ca
7481,108,,Randall Farrell,Biomedical Scientist,418-393-0086,randall.farrell@medcenter.ca
7482,181,,Ebony Daugherty,Certified Phlebotomist,450-442-1667,ebony.daugherty@labservices.ca
7483,212,,Henry Wright,Immunology Technician,450-443-2691,henry.wright@medcenter.ca
7484,36,,Gail Martinez,Clinical Trials Coordinator,514-189-9651,gail.martinez@labservices.ca
7485,29,163,Kevin Hester,Diagnostic Technician,418-010-6351,kevin.hester@medcenter.ca
7486,300,,Bryan Shaw,Hematology Technician,418-464-8821,bryan.shaw@medcenter.ca
7487,180,91,Tara Joseph,Clinical Laboratory Technologist,438-547-3711,tara.joseph@labservices.ca
7488,150,128,Crystal Ford,Serology Technician,438-403-8258,crystal.ford@medcenter.ca
7489,186,,Theresa Tucker,Clinical Trials Coordinator,514-050-6794,theresa.tucker@hospital.ca
7490,77,,Vanessa Boyd,Blood Transfusion Officer,514-488-3133,vanessa.boyd@hospital.ca
7491,16,254,Karen Jordan,Blood Bank Specialist,438-402-4947,karen.jordan@healthcare.com
7492,137,64,Tiffany Whitaker,Diagnostic Technician,514-490-6132,tiffany.whitaker@healthcare.com
7493,233,,Jason Norman,Quality Control Analyst,418-107-6854,jason.norman@labservices.ca
7494,233,,Ian Foster,Clinical Biochemist,438-685-7020,ian.foster@healthcare.com
7495,300,,Christopher Torres,Laboratory Supervisor,418-186-9109,christopher.torres@healthcare.com
7496,133,,Michael Wilson,Tissue Typing Specialist,418-146-3428,michael.wilson@hospital.ca
7497,141,,David Cox,Clinical Research Technician,514-471-8857,david.cox@medcenter.ca
7498,238,296,John Stewart,Toxicology Technician,438-334-3237,john.stewart@healthcare.com
7499,249,106,Brenda Forbes,Diagnostic Technician,438-163-7459,brenda.forbes@labservices.ca
7500,94,17,Dustin Tucker,Diagnostic Technician,438-980-2153,dustin.tucker@hospital.ca
7501,14,74,Kelly Thompson,Quality Control Analyst,450-451-1332,kelly.thompson@healthcare.com
7502,184,251,Priscilla Brown,Clinical Research Technician,418-943-0000,priscilla.brown@healthcare.com
7503,224,,Latasha Dickson,Clinical Research Technician,438-886-4382,latasha.dickson@hospital.ca
7504,299,152,Jill Howard,Toxicology Technician,450-318-5341,jill.howard@hospital.ca
7505,114,,Bryan Johnston,Medical Laboratory Assistant,514-139-4623,bryan.johnston@medcenter.ca
7506,218,190,Herbert Lawson DDS,Laboratory Supervisor,418-583-0705,herbert.lawson.dds@medcenter.ca
7507,69,,Nicholas Rose,Hematology Technician,514-540-0768,nicholas.rose@labservices.ca
7508,289,,Alice Fisher,Toxicology Technician,418-535-2574,alice.fisher@healthcare.com
7509,61,,Hannah Duarte,Diagnostic Technician,418-904-5725,hannah.duarte@healthcare.com
7510,293,202,Jim Stein,Toxicology Technician,418-053-5697,jim.stein@healthcare.com
7511,274,,Maria Trevino,Tissue Typing Specialist,450-290-0287,maria.trevino@medcenter.ca
7512,,,Barbara Walton,Blood Transfusion Officer,450-367-6635,barbara.walton@medcenter.ca
7513,93,,Mariah Harrison,Blood Transfusion Officer,514-039-7822,mariah.harrison@labservices.ca
7514,90,,Larry Allen,Toxicology Technician,438-108-6725,larry.allen@healthcare.com
7515,3,157,Elizabeth Wright,Certified Phlebotomist,450-892-1633,elizabeth.wright@healthcare.com
7516,16,,Gerald Adams,Clinical Trials Coordinator,514-960-8320,gerald.adams@hospital.ca
7517,233,,Thomas Valentine,Clinical Trials Coordinator,450-754-6212,thomas.valentine@hospital.ca
7518,40,,Sara Swanson,Laboratory Supervisor,418-104-0907,sara.swanson@labservices.ca
7519,86,163,Karla Mclaughlin,Hematology Technician,514-531-7970,karla.mclaughlin@labservices.ca
7520,240,264,Michael Gonzales,Laboratory Supervisor,438-285-1213,michael.gonzales@labservices.ca
7521,146,,Karen Smith,Serology Technician,418-533-5044,karen.smith@hospital.ca
7522,222,196,Maria Miller,Clinical Research Technician,450-781-6136,maria.miller@labservices.ca
7523,29,,Tom Williamson,Clinical Laboratory Technologist,514-029-8601,tom.williamson@labservices.ca
7524,5,,Jennifer Chambers,Immunology Technician,514-697-2454,jennifer.chambers@medcenter.ca
7525,144,,Seth Nelson,Clinical Trials Coordinator,418-911-5242,seth.nelson@labservices.ca
7526,235,168,Andrea Hernandez,Blood Bank Specialist,418-715-2638,andrea.hernandez@hospital.ca
7527,48,,Lisa Carpenter,Diagnostic Technician,450-424-9021,lisa.carpenter@labservices.ca
7528,39,,Andrew Melendez,Clinical Research Technician,418-345-3270,andrew.melendez@hospital.ca
7529,9,2,Laura Williams,Medical Laboratory Assistant,438-588-0836,laura.williams@hospital.ca
7530,104,171,Valerie Bennett,Biomedical Scientist,418-392-4129,valerie.bennett@medcenter.ca
7531,128,,Robert Alexander MD,Clinical Biochemist,418-208-8157,robert.alexander.md@labservices.ca
7532,171,23,Tim Maxwell,Biomedical Scientist,418-637-9639,tim.maxwell@labservices.ca
7533,71,66,Steven Guerrero,Medical Laboratory Assistant,438-432-5796,steven.guerrero@hospital.ca
7534,68,67,Christopher Rivera,Medical Laboratory Assistant,418-712-8979,christopher.rivera@healthcare.com
7535,,,Michelle Bennett,Blood Bank Specialist,450-062-7310,michelle.bennett@labservices.ca
7536,177,145,Courtney Lopez,Medical Laboratory Assistant,450-479-1499,courtney.lopez@labservices.ca
7537,252,191,Bryan Hogan,Medical Laboratory Assistant,418-674-2344,bryan.hogan@labservices.ca
7538,27,,Rebecca Allen,Clinical Laboratory Technologist,418-985-6425,rebecca.allen@labservices.ca
7539,211,,Trevor Mcdaniel,Medical Laboratory Assistant,438-054-9401,trevor.mcdaniel@medcenter.ca
7540,65,28,Mason Kim,Blood Bank Specialist,450-417-5638,mason.kim@healthcare.com
7541,58,173,Mark Kelly,Diagnostic Technician,418-774-4158,mark.kelly@healthcare.com
7542,45,71,Brian Wong,Medical Laboratory Assistant,514-310-8769,brian.wong@medcenter.ca
7543,203,144,Kevin Jordan,Tissue Typing Specialist,418-703-8986,kevin.jordan@hospital.ca
7544,54,195,Lauren Allen,Medical Lab Technician,450-875-3586,lauren.allen@labservices.ca
7545,132,250,Edward Kramer,Toxicology Technician,514-498-0878,edward.kramer@hospital.ca
7546,130,,Mike Campos,Immunology Technician,418-709-3882,mike.campos@labservices.ca
7547,181,,Morgan Chambers,Serology Technician,514-286-9140,morgan.chambers@hospital.ca
7548,294,,Miss Laurie Elliott DDS,Clinical Biochemist,514-322-6101,miss.laurie.elliott.dds@labservices.ca
7549,123,,Andrea Underwood,Medical Laboratory Assistant,514-495-2473,andrea.underwood@medcenter.ca
7550,164,,Sarah Cain,Clinical Biochemist,418-251-5391,sarah.cain@hospital.ca
7551,277,,Joshua Morales,Pathology Assistant,514-298-9307,joshua.morales@labservices.ca
7552,158,,Debra Johnson,Diagnostic Technician,418-082-4007,debra.johnson@medcenter.ca
7553,221,,Kristen Lawson,Laboratory Supervisor,514-435-7453,kristen.lawson@medcenter.ca
7554,180,281,William Williams,Clinical Trials Coordinator,450-549-2739,william.williams@hospital.ca
7555,165,,Michael Atkins,Biomedical Scientist,438-783-3138,michael.atkins@labservices.ca
7556,169,120,Devon Burke,Blood Transfusion Officer,450-166-9732,devon.burke@labservices.ca
7557,,,Gary Sims,Blood Bank Specialist,438-638-8918,gary.sims@hospital.ca
7558,116,,Dana Nelson,Clinical Research Technician,514-384-1163,dana.nelson@medcenter.ca
7559,127,,Erica Lee,Hematology Technician,438-087-6733,erica.lee@hospital.ca
7560,289,36,Kenneth Knight,Hematology Technician,418-390-1958,kenneth.knight@medcenter.ca
7561,39,3,Annette Simon,Laboratory Supervisor,514-525-3928,annette.simon@healthcare.com
7562,288,,Mary Brady,Medical Laboratory Assistant,438-231-3569,mary.brady@hospital.ca
7563,88,294,Sonya Graham,Toxicology Technician,438-896-7789,sonya.graham@hospital.ca
7564,101,246,Tommy Gonzales,Immunology Technician,514-329-0769,tommy.gonzales@labservices.ca
7565,,,Danielle Sutton,Blood Transfusion Officer,418-854-8052,danielle.sutton@labservices.ca
7566,47,265,Kimberly Estrada,Blood Bank Specialist,418-564-8300,kimberly.estrada@hospital.ca
7567,,,Robert Savage,Serology Technician,418-819-5497,robert.savage@hospital.ca
7568,226,18,Gina Stanton,Pathology Assistant,418-333-7648,gina.stanton@medcenter.ca
7569,251,,Matthew Romero,Tissue Typing Specialist,514-680-4281,matthew.romero@hospital.ca
7570,95,,Tara Jones,Tissue Typing Specialist,514-680-6364,tara.jones@healthcare.com
7571,110,,Edwin Horton,Tissue Typing Specialist,438-128-2077,edwin.horton@labservices.ca
7572,295,,James Carter,Diagnostic Technician,418-530-6727,james.carter@hospital.ca
7573,171,,Amanda Hunt,Clinical Biochemist,514-750-7691,amanda.hunt@labservices.ca
7574,14,,Stanley Mayo,Blood Transfusion Officer,450-150-8238,stanley.mayo@healthcare.com
7575,,291,Kristen Park,Immunology Technician,450-491-6469,kristen.park@medcenter.ca
7576,177,,Steven Farley,Immunology Technician,418-225-0525,steven.farley@healthcare.com
7577,154,,Wendy Ferguson,Clinical Trials Coordinator,438-671-6794,wendy.ferguson@medcenter.ca
7578,25,226,James Adams,Medical Lab Technician,450-849-3880,james.adams@healthcare.com
7579,138,,Shannon Rose,Clinical Laboratory Technologist,438-651-5619,shannon.rose@medcenter.ca
7580,202,218,Todd Smith,Clinical Laboratory Technologist,438-223-8347,todd.smith@labservices.ca
7581,71,,Stephanie Haney,Pathology Assistant,418-436-5863,stephanie.haney@healthcare.com
7582,5,,Derek Adams,Medical Lab Technician,450-514-7892,derek.adams@medcenter.ca
7583,283,,Gerald Harrison,Clinical Biochemist,418-555-6269,gerald.harrison@hospital.ca
7584,59,227,Douglas Alexander,Biomedical Scientist,438-672-7429,douglas.alexander@healthcare.com
7585,139,,Samantha Sanders,Clinical Laboratory Technologist,438-620-9381,samantha.sanders@medcenter.ca
7586,298,,Luis Collier,Tissue Typing Specialist,514-266-8185,luis.collier@healthcare.com
7587,,290,Rebekah Gonzales,Blood Transfusion Officer,418-101-9781,rebekah.gonzales@labservices.ca
7588,275,96,Seth Valdez,Clinical Laboratory Technologist,418-843-8920,seth.valdez@healthcare.com
7589,103,258,Jack Henry,Serology Technician,450-552-4000,jack.henry@hospital.ca
7590,169,141,Jeffrey Williams,Laboratory Supervisor,514-926-5784,jeffrey.williams@hospital.ca
7591,204,,Sara Jenkins,Tissue Typing Specialist,514-425-9477,sara.jenkins@labservices.ca
7592,182,,Amy Duran,Medical Lab Technician,418-271-2296,amy.duran@healthcare.com
7593,5,,Tina Long,Clinical Laboratory Technologist,418-297-7913,tina.long@hospital.ca
7594,6,,Raymond Mendoza,Clinical Research Technician,450-820-5831,raymond.mendoza@hospital.ca
7595,,,Brandon Donovan,Medical Lab Technician,418-232-8060,brandon.donovan@healthcare.com
7596,166,,Peter Arias,Laboratory Supervisor,418-304-9021,peter.arias@healthcare.com
7597,267,,Arthur Owens,Medical Lab Technician,450-872-0859,arthur.owens@hospital.ca
7598,98,245,Mary Christensen,Serology Technician,514-143-3907,mary.christensen@hospital.ca
7599,20,91,Heidi Anderson,Tissue Typing Specialist,450-549-5747,heidi.anderson@medcenter.ca
7600,29,,Lauren Elliott,Blood Bank Specialist,450-986-4086,lauren.elliott@labservices.ca
7601,231,,Barbara Ramos,Diagnostic Technician,450-148-6493,barbara.ramos@medcenter.ca
7602,127,,Mr. Jeremy Padilla,Toxicology Technician,418-540-7189,mr.jeremy.padilla@hospital.ca
7603,98,,Michael Mcdonald,Certified Phlebotomist,514-878-7120,michael.mcdonald@medcenter.ca
7604,94,,Christopher Gibson,Pathology Assistant,450-770-4553,christopher.gibson@medcenter.ca
7605,293,,Jamie Bruce,Hematology Technician,514-723-3223,jamie.bruce@healthcare.com
7606,49,179,James Lee,Blood Bank Specialist,438-185-1338,james.lee@healthcare.com
7607,184,,Amy Castro,Toxicology Technician,438-941-8417,amy.castro@healthcare.com
7608,71,232,Rebecca Hall,Certified Phlebotomist,438-788-5722,rebecca.hall@medcenter.ca
7609,260,,Anthony Smith,Immunology Technician,514-766-9337,anthony.smith@healthcare.com
7610,98,,Robert Roberts,Diagnostic Technician,418-035-2244,robert.roberts@labservices.ca
7611,154,,Mr. Matthew Villarreal,Immunology Technician,514-750-5059,mr.matthew.villarreal@hospital.ca
7612,297,,Sue Roberts,Medical Lab Technician,450-959-1088,sue.roberts@hospital.ca
7613,,,Stephen Stevens,Medical Laboratory Assistant,438-418-0483,stephen.stevens@healthcare.com
7614,47,,David Garcia,Clinical Research Technician,418-080-3819,david.garcia@hospital.ca
7615,32,,William Tran,Tissue Typing Specialist,418-482-6057,william.tran@healthcare.com
7616,282,,Joseph Beltran,Medical Lab Technician,418-780-1200,joseph.beltran@labservices.ca
7617,,,Maria Rowe,Laboratory Supervisor,450-234-9687,maria.rowe@healthcare.com
7618,156,,James Smith,Serology Technician,438-763-8352,james.smith@labservices.ca
7619,81,5,Carrie Payne,Clinical Biochemist,450-309-5315,carrie.payne@medcenter.ca
7620,99,,Kristin Jackson,Hematology Technician,514-026-7682,kristin.jackson@hospital.ca
7621,62,,David Lee,Laboratory Supervisor,438-344-2167,david.lee@healthcare.com
7622,123,,Norman Gross,Toxicology Technician,418-668-5387,norman.gross@healthcare.com
7623,20,,Denise Serrano,Serology Technician,514-227-4000,denise.serrano@healthcare.com
7624,214,,James Jordan,Clinical Laboratory Technologist,514-609-3069,james.jordan@medcenter.ca
7625,39,,Barbara Davis,Blood Transfusion Officer,418-380-2137,barbara.davis@labservices.ca
7626,294,,Matthew Kim,Diagnostic Technician,438-855-3112,matthew.kim@hospital.ca
7627,109,260,Rebecca Anderson,Diagnostic Technician,418-375-0635,rebecca.anderson@labservices.ca
7628,,,Elizabeth Rodriguez,Medical Lab Technician,450-711-4247,elizabeth.rodriguez@hospital.ca
7629,,271,Kimberly Green,Medical Lab Technician,514-018-0945,kimberly.green@labservices.ca
7630,66,229,Bryce Shields,Clinical Biochemist,450-131-7486,bryce.shields@healthcare.com
7631,220,,Barbara Curtis,Laboratory Supervisor,438-812-0722,barbara.curtis@medcenter.ca
7632,218,,Lauren Lucas,Clinical Trials Coordinator,418-502-0655,lauren.lucas@labservices.ca
7633,133,130,Charles Morales,Clinical Trials Coordinator,418-516-1515,charles.morales@healthcare.com
7634,29,,Steven Harris,Toxicology Technician,438-288-3234,steven.harris@hospital.ca
7635,77,,John Rice,Serology Technician,514-652-2896,john.rice@hospital.ca
7636,222,,Alan Bailey,Serology Technician,450-466-4814,alan.bailey@medcenter.ca
7637,152,,Erica Morgan,Medical Lab Technician,418-179-2174,erica.morgan@healthcare.com
7638,78,118,Loretta Bailey,Clinical Laboratory Technologist,450-350-1480,loretta.bailey@hospital.ca
7639,204,,Brent Brennan,Blood Bank Specialist,514-925-3452,brent.brennan@healthcare.com
7640,203,,Jessica Russell,Pathology Assistant,418-935-5929,jessica.russell@labservices.ca
7641,155,125,Brian Guzman,Clinical Trials Coordinator,514-830-3727,brian.guzman@medcenter.ca
7642,157,,Nicole Blake,Certified Phlebotomist,514-776-3943,nicole.blake@labservices.ca
7643,176,214,Tony Taylor,Clinical Research Technician,438-287-0338,tony.taylor@medcenter.ca
7644,94,,Donna Allen,Certified Phlebotomist,438-069-0445,donna.allen@medcenter.ca
7645,101,23,William Burns,Certified Phlebotomist,514-331-2385,william.burns@labservices.ca
7646,298,,Taylor Campbell PhD,Tissue Typing Specialist,450-232-7793,taylor.campbell.phd@healthcare.com
7647,194,,Kevin Jordan,Certified Phlebotomist,450-772-2473,kevin.jordan@hospital.ca
7648,,198,Morgan Wilcox,Quality Control Analyst,514-436-1865,morgan.wilcox@healthcare.com
7649,122,17,James Deleon,Clinical Research Technician,450-000-3574,james.deleon@hospital.ca
7650,3,125,Travis Lopez,Diagnostic Technician,418-645-9497,travis.lopez@labservices.ca
7651,,,Derek Odom,Hematology Technician,418-477-9031,derek.odom@medcenter.ca
7652,227,,Sharon Neal,Toxicology Technician,438-553-1800,sharon.neal@healthcare.com
7653,245,211,Michael Brown,Toxicology Technician,514-464-3936,michael.brown@hospital.ca
7654,278,,Dale Roach,Laboratory Supervisor,514-365-0910,dale.roach@medcenter.ca
7655,4,,Monica Dodson,Clinical Trials Coordinator,514-868-7999,monica.dodson@medcenter.ca
7656,265,,Michael Kane,Blood Transfusion Officer,438-591-1902,michael.kane@medcenter.ca
7657,124,210,Zachary Jones,Clinical Research Technician,438-085-8823,zachary.jones@labservices.ca
7658,253,,Adam Ross,Medical Laboratory Assistant,514-324-6399,adam.ross@hospital.ca
7659,165,,Benjamin Pacheco,Medical Lab Technician,450-089-2067,benjamin.pacheco@medcenter.ca
7660,,,Joseph Avila,Blood Bank Specialist,514-234-4876,joseph.avila@hospital.ca
7661,143,,Andrew Jackson,Serology Technician,418-029-0922,andrew.jackson@healthcare.com
7662,143,,Brandon Hodges,Biomedical Scientist,438-105-8994,brandon.hodges@hospital.ca
7663,267,,Cody Jones,Blood Transfusion Officer,450-491-4820,cody.jones@labservices.ca
7664,169,243,Jeff Hartman,Clinical Trials Coordinator,438-297-1021,jeff.hartman@labservices.ca
7665,,,Heather Grant,Serology Technician,450-423-2349,heather.grant@hospital.ca
7666,98,,Nicholas Reed,Blood Bank Specialist,450-111-6931,nicholas.reed@hospital.ca
7667,,,Melissa Young,Diagnostic Technician,418-204-4403,melissa.young@labservices.ca
7668,100,166,Lawrence Ayala,Clinical Research Technician,418-651-2769,lawrence.ayala@healthcare.com
7669,,,Sarah Brown,Tissue Typing Specialist,514-682-7629,sarah.brown@healthcare.com
7670,210,,Jay Thompson,Immunology Technician,438-331-4845,jay.thompson@hospital.ca
7671,98,161,Seth Logan,Blood Bank Specialist,418-439-4924,seth.logan@healthcare.com
7672,,36,Joseph Jackson,Toxicology Technician,514-529-8176,joseph.jackson@hospital.ca
7673,152,,Ryan Gray,Certified Phlebotomist,438-245-7977,ryan.gray@labservices.ca
7674,128,112,Michael Perry,Clinical Trials Coordinator,418-193-6637,michael.perry@hospital.ca
7675,141,153,Kimberly Castro,Diagnostic Technician,450-906-6197,kimberly.castro@medcenter.ca
7676,36,,Scott Cruz,Clinical Biochemist,418-676-3653,scott.cruz@labservices.ca
7677,179,11,Kyle Johnson,Medical Lab Technician,514-739-9518,kyle.johnson@hospital.ca
7678,59,54,Debra Price,Blood Transfusion Officer,418-793-7001,debra.price@healthcare.com
7679,220,,Eric Marshall,Immunology Technician,514-444-0784,eric.marshall@healthcare.com
7680,194,,Lynn Freeman,Diagnostic Technician,418-954-8084,lynn.freeman@medcenter.ca
7681,226,,Charles Mccarthy,Hematology Technician,438-303-5489,charles.mccarthy@medcenter.ca
